example ID,text,respondent,sex,year of birth,language,language group,education,comments,non-standard government,selecting predicate,type of speaker,context type,toponym/year,initial phoneme,omitted,preposition,preposition_eng,PP,semantic type,
1463,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у них,,
1464,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в каком году,locative_temp,
1465,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в семьдесят втором,locative_temp,
1466,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,spatial,institution,consonant,,с,s ‘with/from/off’,со школы,source,
1467,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,spatial,institution,vowel,,из,"iz 'from, of'",из ихней школы,source,
1468,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,в расшифровке предлог опущен,,,,spatial,toponym,consonant,,в,v 'in(to)',в Москве,locative,
1469,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,среди,sredi 'among',среди них,,
1470,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,к,k 'to',к девятому мая,,
1471,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Дагестана,source,
1472,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в семьдесят втором году,locative_temp,
1473,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в сорок первом году,locative_temp,
1474,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Маллакента,source,
1475,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в четырнадцатом году,locative_temp,
1476,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в двухтысячном году,locative_temp,
1477,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у них,,
1478,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,,vowel,,за,za 'behind; for',за один день,,
1479,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Сибирь,goal,
1480,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,в,v 'in(to)',в семье,,
1481,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,vowel,,про,pro 'about',про этих,,
1482,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у меня,,
1483,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,работал,,spatial,toponym,consonant,да,в,v 'in(to)',в Баку,locative,
1484,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,spatial,institution,consonant,да,в,v 'in(to)',в школе,locative,
1485,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,,consonant,да,в,v 'in(to)',в пятом классе,locative_temp,
1486,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,vowel,,на,na 'on(to)',на этом нашем,,
1487,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,до,"do 'up to, until'",до такой степени,,
1488,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у него,,
1489,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,работал,,spatial,toponym,consonant,да,в,v 'in(to)',в Баку,locative,
1490,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у них,,
1491,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,spatial/temporal,institution,vowel,,в,v 'in(to)',в армии,locative,
1492,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у него,,
1493,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у меня,,
1494,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,доносили,,other,,consonant,да,на,na 'on(to)',друг на друга,,
1495,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,за,za 'behind; for',"за то, что ..",,
1496,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у них,,
1497,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,у таких,,,other,,consonant,,от,ot 'from',от таких,,
1498,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Чумлях,locative,
1499,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,до,"do 'up to, until'",до революции,,
1500,2012-Jangikent-5,yangikent.янгикент.41.,f,1940,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,до,"do 'up to, until'",до революции,,
1501,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,да,в,v 'in(to)',в некоторые времена,locative_temp,
1502,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,в,v 'in(to)',в родах,,
1503,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,да,в,v 'in(to)',в те времена,locative_temp,
1504,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,на,na 'on(to)',на кумыкском языке,,
1505,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,между,meždu 'between/among',между собой,,
1506,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в нашем детстве,locative_temp,
1507,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,до,"do 'up to, until'",до нашего,,
1508,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,на (в?),,,all prepositions,spatial,institution,consonant,да,на,na 'on(to)',на Маслопроме,,
1509,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в школу,locative_temp,
1510,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,vowel,,для,dlja 'for',для интереса,,
1511,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у детей,,
1512,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,после,posle 'after',после войны,,
1513,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,после,posle 'after',после войны,,
1514,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,после,posle 'after',после войны,,
1515,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
1516,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
1517,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в двадцать девятом году,locative_temp,
1518,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,в расшифровке предлог есть,,,,temporal,temp_point,consonant,да,в,v 'in(to)',в двадцать девятом году,locative_temp,
1519,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,,consonant,,в,v 'in(to)',в частных домах,locative,
1520,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,vowel,,до,"do 'up to, until'",до этого,,
1521,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,vowel,,до,"do 'up to, until'",до этого,,
1522,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,с,s ‘with/from/off’,с шестьдесят восьмого года,source,
1523,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,с,s ‘with/from/off’,с шестьдесят восьмого,source,
1524,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,до,"do 'up to, until'",до сих пор,,
1525,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в этой здании,locative,
1526,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,,vowel,,в,v 'in(to)',в этой здании,locative,
1527,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
1528,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в прошлом,locative_temp,
1529,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,,vowel,,до,"do 'up to, until'",до этого,,
1530,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
1531,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,в,v 'in(to)',в прошлом году,locative_temp,
1532,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у них,,
1533,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,нестандартное управление,,,,other,,consonant,,на,na 'on(to)',на родной язык,,
1534,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,на,na 'on(to)',на родной язык,,
1535,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,по,po 'along/about/up to',по три класса,,
1536,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,,consonant,да,в,v 'in(to)',в районе,locative,
1537,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
1538,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у наших,,
1539,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,к,k 'to',к нам,,
1540,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Туменлера,source,
1541,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Маллакента,source,
1542,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,с (?),,,all prepositions,temporal,temp_point,consonant,да,с,s ‘with/from/off’,с каким году,source,
1543,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,с,s ‘with/from/off’,с шестьдесят седьмом году,source,
1544,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,с,s ‘with/from/off’,с шестьдесят седьмого,source,
1545,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,temporal,temp_point,consonant,,по,po 'along/about/up to',по семьдесят пятый,,
1546,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,,с,s ‘with/from/off’,с Дахадаевского района,source,
1547,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,institution,vowel,,в,v 'in(to)',в интернате,locative,
1548,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,,из,"iz 'from, of'",из Барша,source,
1549,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с замуж,,
1550,2012-Jangikent-3,yangikent.янгикент.44.,m,1953,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,,в,v 'in(to)',в Приморском,locative,
1551,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,в,v 'in(to)',в хадже,,
1552,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
1553,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у нас,,
1554,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,"начало предложения, ответ на вопрос",,,all prepositions,other,,consonant,да,на,na 'on(to)',на ногайском,,
1555,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,,,,,spatial,toponym,consonant,да,в,v 'in(to)',в Дербент,goal,
1556,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с женой,,
1557,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,с,s ‘with/from/off’,с детьми,,
1558,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в молодости,locative_temp,
1559,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,,,,,temporal,,consonant,,в,v 'in(to)',в молодости,locative_temp,
1560,2012-Jangikent-3,yangikent.янгикент.45.,f,1953,Kumyk,Turkic,higher education,,,,,other,,consonant,,у,u 'at',у них,,
